,0
2010-02-01,4.172168804594196
2010-02-02,1.1766756191249754
2010-02-03,7.306952524982728
2010-02-04,3.8073700917543287
2010-02-05,5.035626564603831
2010-02-06,3.469670808862193
2010-02-07,3.436025016276238
2010-02-08,5.818162490743129
2010-02-09,5.256256881135713
2010-02-10,5.139321718882176
2010-02-11,5.814105928231051
2010-02-12,5.292116016804466
2010-02-13,4.165243610025426
2010-02-14,2.319112988160907
2010-02-15,6.138160196429381
2010-02-16,4.12976309327086
2010-02-17,4.268949531020915
2010-02-18,3.391166517099324
2010-02-19,3.4683216318788976
2010-02-20,3.3296685467846707
2010-02-21,6.62536254599667
2010-02-22,5.619049990440448
2010-02-23,5.980413314223609
2010-02-24,5.853716945301734
2010-02-25,3.460995565733386
2010-02-26,4.052966561018499
2010-02-27,3.543290425006445
2010-02-28,2.227165993566794
